         cycles        counter    temperature          E avg       Heat cap          M avg      Magn susp      M avg abs     E variance     M variance              E
              1        5083867      2.0800000     -1.6806706     0.92340110     0.87906771     0.79120866     0.87906771      3.9950025      1.6457140     -16824.000
              1        5140720      2.0850000     -1.6765851     0.96024325     0.87673677     0.84410011     0.87673677      4.1743935      1.7599487     -17016.000
              1        5230801      2.0900000     -1.6718864     0.99151097     0.87416571     0.83833410     0.87416571      4.3310191      1.7521183     -16580.000
              1        5316930      2.0950000     -1.6668607     0.98161901     0.87178586     0.86224441     0.87178586      4.3083504      1.8064020     -16516.000
              1        5418485      2.1000000     -1.6624321      1.0079575     0.86900824     0.97486051     0.86900824      4.4450927      2.0472071     -16764.000
              1        5505406      2.1050000     -1.6576285     0.98186044     0.86649206     0.92489770     0.86649206      4.3506481      1.9469096     -16724.000
              1        5580873      2.1100000     -1.6526261      1.0353144     0.86320834      1.0269546     0.86320834      4.6093233      2.1668742     -16472.000
              1        5650200      2.1150000     -1.6483985     0.99701308     0.86114456      1.0130187     0.86114456      4.4598638      2.1425345     -16452.000
              1        5819426      2.1200000     -1.6414162      1.1485684     0.85540837      1.6659456     0.85540837      5.1621259      3.5318048     -16388.000
              1        5869366      2.1250000     -1.6382917      1.0713207     0.85522195      1.1095615     0.85522195      4.8376828      2.3578183     -16376.000
              1        5947861      2.1300000     -1.6324723      1.0672367     0.85091347      1.4236940     0.85091347      4.8419462      3.0324682     -16132.000
              1        6063530      2.1350000     -1.6270372      1.0792843     0.84740833      1.3301124     0.84740833      4.9196209      2.8397899     -16176.000
              1        6162557      2.1400000     -1.6204050      1.1468463     0.84294357      1.4141442     0.84294357      5.2520972      3.0262686     -16200.000
              1        6220403      2.1450000     -1.6157103      1.1576977     0.84025868      1.7263860     0.84025868      5.3265963      3.7030979     -16320.000
              1        6331570      2.1500000     -1.6106223      1.1516469     0.83710885      1.6240151     0.83710885      5.3234877      3.4916325     -15988.000
              1        6495715      2.1550000     -1.6040660      1.1379996     0.83197511      1.6230898     0.83197511      5.2848984      3.4977586     -15988.000
              1        6558655      2.1600000     -1.5988503      1.2381924     0.82895737      1.9529410     0.82895737      5.7769103      4.2183526     -16068.000
              1        6650074      2.1650000     -1.5940378      1.2462993     0.82594256      1.8259239     0.82594256      5.8416852      3.9531252     -16064.000
              1        6684870      2.1700000     -1.5868002      1.3078530     0.81846478      2.6435832     0.81846478      6.1585490      5.7365756     -15880.000
              1        6903959      2.1750000     -1.5796241      1.3442435     0.81333663      2.6190687     0.81333663      6.3591117      5.6964744     -15860.000
              1        6946315      2.1800000     -1.5731728      1.4129285     0.80739677      3.2900079     0.80739677      6.7148013      7.1722173     -15880.000
              1        7221699      2.1850000     -1.5661534      1.4520518     0.80145429      3.7362972     0.80145429      6.9324221      8.1638095     -15552.000
              1        7215572      2.1900000     -1.5618936      1.3778524     0.80077187      2.8690547     0.80077187      6.6083178      6.2832299     -15820.000
              1        7358516      2.1950000     -1.5543279      1.4640695     0.79208573      3.6767701     0.79208573      7.0539233      8.0705103     -15576.000
              1        7458712      2.2000000     -1.5492987      1.4477508     0.79058447      3.3938813     0.79058447      7.0071140      7.4665389     -15676.000
              1        7567482      2.2050000     -1.5413695      1.5075518     0.78263640      4.3675731     0.78263640      7.3297544      9.6304986     -15636.000
              1        7806093      2.2100000     -1.5328895      1.6464671     0.77257015      5.8423594     0.77257015      8.0415099      12.911614     -15288.000
              1        7842411      2.2150000     -1.5271287      1.5650886     0.76993570      4.4916762     0.76993570      7.6786767      9.9490628     -14812.000
              1        8030659      2.2200000     -1.5198493      1.6742166     0.76164144      5.4764060     0.76164144      8.2512090      12.157621     -15288.000
              1        8222563      2.2250000     -1.5122321      1.6771302     0.75239262      7.0620657     0.75239262      8.3028428      15.713096     -15028.000
              1        8426499      2.2300000     -1.5024409      1.8970612     0.74296870      8.6651748     0.74296870      9.4338955      19.323340     -15008.000
              1        8524544      2.2350000     -1.4942737      1.8122959     0.72780615      11.613502     0.72780615      9.0528259      25.956178     -15300.000
              1        8577077      2.2400000     -1.4880963      1.9497794     0.72715374      10.693410     0.72715374      9.7832132      23.953238     -15124.000
              1        8763236      2.2450000     -1.4777344      1.9196488     0.70906536      16.612862     0.70906536      9.6750781      37.295876     -15052.000
              1        9078298      2.2500000     -1.4606991      2.1542773     0.67052171      21.690624     0.67052171      10.906029      48.803903     -14324.000
              1        9123795      2.2550000     -1.4571778      2.2231352     0.67442538      21.909169     0.67442538      11.304698      49.405176     -14216.000
              1        9269445      2.2600000     -1.4480610      2.1883140     0.66093331      30.867935     0.66093331      11.177033      69.761532     -14468.000
              1        9447671      2.2650000     -1.4447313      2.1420066     0.66866108      16.192687     0.66866108      10.988976      36.676436     -14236.000
              1        9727746      2.2700000     -1.4316957      2.1827780     0.63717403      24.901096     0.63717403      11.247637      56.525487     -14080.000
              1        9760860      2.2750000     -1.4150236      2.5500039     0.57513604      68.069923     0.57513604      13.197864      154.85907     -14448.000
              1        9967783      2.2800000     -1.4097121      2.2154069     0.60251043      26.296812     0.60251043      11.516571      59.956731     -14000.000
              1       10359122      2.2850000     -1.3964641      2.4303575     0.55361593      48.624840     0.55361593      12.689444      111.10776     -14080.000
              1       10505863      2.2900000     -1.3807057      2.6209546     0.50280116      68.079683     0.50280116      13.744548      155.90247     -13164.000
              1       10751216      2.2950000     -1.3650672      2.6202017     0.41605946      102.20661     0.41605946      13.800668      234.56417     -13912.000
              1       10971229      2.3000000     -1.3615930      2.7686220     0.33575993      426.21925     0.42360523      14.646010      980.30426     -13992.000
              1       11179904      2.3050000     -1.3471560      2.8889078     0.39783310      125.32398     0.39804456      15.348839      288.87177     -13784.000
              1       11329715      2.3100000     -1.3457103      2.4731112     0.30353565      480.18924     0.41664917      13.196769      1109.2371     -13140.000
              1       11490727      2.3150000     -1.3312355      2.5421194     0.35685809      118.46712     0.35728495      13.623790      274.25137     -12944.000
              1       11890024      2.3200000     -1.3171306      2.5937874     0.15119013      404.57333     0.29561031      13.960801      938.61013     -12996.000
              1       11708881      2.3250000     -1.3170872      2.8178210     0.27338482      310.14606     0.33959456      15.232084      721.08959     -13388.000
              1       12119066      2.3300000     -1.3061099      2.2805102     0.28279545      129.71771     0.28639239      12.380662      302.24226     -13092.000
              1       12337403      2.3350000     -1.2957244      2.6020378     0.20196513      265.67167     0.27095247      14.186895      620.34335     -12948.000
              1       12430338      2.3400000     -1.2885499      2.4109413     0.19715371      200.77127     0.23501693      13.201350      469.80478     -12676.000
              1       12565551      2.3450000     -1.2792389      2.3266221     0.13427723      205.85758     0.19826597      12.794153      482.73603     -12756.000
              1       12622317      2.3500000     -1.2738760      2.2434850   0.0048455200      303.35740     0.22544894      12.389646      712.88988     -12284.000
              1       12872308      2.3550000     -1.2656045      2.5377099   0.0066059700      299.37549     0.21078731      14.074202      705.02928     -12956.000
              1       13096953      2.3600000     -1.2561525      2.1835191     0.10545501      152.83840     0.17036377      12.161328      360.69863     -12456.000
              1       13029676      2.3650000     -1.2511118      2.1782132     0.11713710      168.40252     0.18441204      12.183236      398.27197     -12552.000
              1       13337404      2.3700000     -1.2479686      2.2485714    0.095745530      210.00133     0.19232883      12.630001      497.70315     -12828.000
              1       13362175      2.3750000     -1.2378725      2.0104185    0.065480870      140.74825     0.14430093      11.340017      334.27710     -12292.000
              1       13469850      2.3800000     -1.2313509      2.0583238    0.039570920      151.64059     0.14744274      11.659170      360.90461     -12508.000
              1       13761594      2.3850000     -1.2242648      2.0231021    0.020540880      144.52996     0.13956696      11.507860      344.70395     -11968.000
              1       13800731      2.3900000     -1.2195116      2.0236869    0.082765190      137.70015     0.15430373      11.559502      329.10336     -12284.000
              1       13913990      2.3950000     -1.2136215      2.0275611    0.047138510      118.41561     0.12532071      11.630141      283.60538     -12148.000
              1       13965275      2.4000000     -1.2072907      1.9780602    0.051398360      111.15174     0.12181920      11.393627      266.76419     -12128.000
