         cycles        counter    temperature          E avg       Heat cap          M avg      Magn susp      M avg abs     E variance     M variance              E
              1        1015992      2.1550000     -1.6059286      1.1351185     0.83380356      1.7317704     0.83380356      5.2715187      3.7319653     -2556.0000
              1        1047243      2.1600000     -1.6001355      1.1824832     0.83144100      1.7963705     0.83144100      5.5169936      3.8801604     -2700.0000
              1        1051542      2.1650000     -1.5951838      1.2326756     0.82722644      1.8724814     0.82722644      5.7778280      4.0539221     -2588.0000
              1        1099319      2.1700000     -1.5860743      1.2569640     0.81873944      2.2714237     0.81873944      5.9189176      4.9289894     -2452.0000
              1        1096567      2.1750000     -1.5803618      1.2241388     0.81533363      2.0981797     0.81533363      5.7909416      4.5635409     -2536.0000
              1        1110883      2.1800000     -1.5731874      1.3537765     0.81000144      2.6567088     0.81000144      6.4336875      5.7916251     -2580.0000
              1        1137924      2.1850000     -1.5731670      1.2398073     0.81212744      2.2293895     0.81212744      5.9191192      4.8712160     -2560.0000
              1        1150533      2.1900000     -1.5612162      1.2444520     0.80094819      2.4426877     0.80094819      5.9685162      5.3494861     -2524.0000
              1        1162244      2.1950000     -1.5594571      1.2767042     0.80182544      2.4971165     0.80182544      6.1511930      5.4811708     -2492.0000
              1        1193788      2.2000000     -1.5489460      1.4015007     0.78881387      3.9741296     0.78881387      6.7832635      8.7430852     -2416.0000
              1        1226330      2.2050000     -1.5352045      1.5472901     0.77629481      4.2511602     0.77629481      7.5229631      9.3738082     -2448.0000
              1        1281839      2.2100000     -1.5306989      1.4765887     0.76978606      5.9781282     0.76978606      7.2118070      13.211663     -2468.0000
              1        1252385      2.2150000     -1.5297114      1.4740698     0.77554800      3.8422213     0.77554800      7.2321182      8.5105203     -2708.0000
              1        1266905      2.2200000     -1.5244230      1.4415054     0.77003775      4.0475463     0.77003775      7.1043153      8.9855527     -2464.0000
              1        1302466      2.2250000     -1.5130075      1.4995828     0.75975831      4.5279392     0.75975831      7.4238719      10.074665     -2432.0000
              1        1325066      2.2300000     -1.5031851      1.5629445     0.74314425      7.2035615     0.74314425      7.7723665      16.063942     -2128.0000
              1        1396159      2.2350000     -1.4914561      1.6354198     0.72695506      7.4088144     0.72695506      8.1692900      16.558700     -2352.0000
              1        1366990      2.2400000     -1.4953521      1.4884666     0.74312931      4.6878519     0.74312931      7.4685301      10.500788     -2328.0000
              1        1387014      2.2450000     -1.4842206      1.7194916     0.72464256      9.9862176     0.72471006      8.6662806      22.419058     -2372.0000
              1        1427619      2.2500000     -1.4708310      1.7611682     0.45285437      214.29449     0.69386713      8.9159141      482.16261     -2356.0000
              1        1434187      2.2550000     -1.4550763      1.8583155     0.67345656      17.007306     0.67425581      9.4495807      38.351474     -2544.0000
              1        1501258      2.2600000     -1.4532386      1.8672932     0.67363444      16.787353     0.67464969      9.5373866      37.939418     -2372.0000
              1        1538765      2.2650000     -1.4411289      2.0117323     0.66389469      14.152726     0.66391431      10.320640      32.055923     -2476.0000
              1        1549962      2.2700000     -1.4228745      2.2847666     0.52904731      86.261009     0.59831019      11.773174      195.81249     -2124.0000
              1        1498244      2.2750000     -1.4229535      1.9284884     0.37925681      201.78444     0.63674169      9.9811329      459.05959     -2284.0000
              1        1679632      2.2800000     -1.4139130      1.8829852     0.49932550      113.20951     0.62090450      9.7885105      258.11768     -2292.0000
              1        1637848      2.2850000     -1.3997719      2.1870602     0.12192475      251.67251     0.57300525      11.419133      575.07169     -2248.0000
              1        1632054      2.2900000     -1.4004550      1.7474769     0.61323025      17.443416     0.61371525      9.1639438      39.945424     -2352.0000
              1        1781054      2.2950000     -1.3663044      2.0642004     0.12641075      197.58727     0.50913125      10.872195      453.46278     -2116.0000
              1        1693223      2.3000000     -1.3735901      2.1851788     0.38954150      127.29853     0.54200713      11.559596      292.78663     -2184.0000
              1        1782992      2.3050000     -1.3529074      1.9958148     0.48581731      36.474189     0.49559806      10.603814      84.073005     -2184.0000
              1        1735681      2.3100000     -1.3511831      2.1817829     0.31751981      133.12717     0.49762856      11.642212      307.52376     -1984.0000
              1        1807944      2.3150000     -1.3483029      1.7780493     0.27152069      152.70887     0.50702044      9.5289661      353.52103     -2132.0000
              1        1773579      2.3200000     -1.3391263      1.8818379     0.39053381      92.974737     0.49900469      10.128804      215.70139     -2212.0000
              1        1929356      2.3250000     -1.3194664      1.9799594    0.039404750      157.59048     0.42851125      10.702918      366.39787     -2112.0000
              1        1893994      2.3300000     -1.3182669      1.7699028     0.18451363      144.89327     0.45130788      9.6086255      337.60131     -2064.0000
              1        1934456      2.3350000     -1.2984304      1.7150795  -0.0015091250      129.85784     0.38008113      9.3509995      303.21807     -2004.0000
              1        1956979      2.3400000     -1.2970311      1.6581711   -0.065234000      135.87429     0.40486700      9.0794817      317.94583     -2088.0000
              1        1950817      2.3450000     -1.2970974      1.9356886     0.37640988      52.578205     0.41562913      10.644400      123.29589     -1976.0000
              1        1995132      2.3500000     -1.2822101      1.8266568     0.22806231      90.224962     0.37280369      10.087712      212.02866     -2024.0000
              1        2023323      2.3550000     -1.2745321      1.7524635     0.16237369      104.41818     0.37016256      9.7192062      245.90482     -2144.0000
              1        2084704      2.3600000     -1.2638858      1.7797918    0.064386875      112.08900     0.35801462      9.9127285      264.53004     -2076.0000
              1        2096319      2.3650000     -1.2550609      1.5394291  -0.0061608750      104.02985     0.34209238      8.6103736      246.03060     -2272.0000
              1        2041741      2.3700000     -1.2570894      1.6220641    -0.10940725      102.45126     0.35284400      9.1109717      242.80948     -2060.0000
              1        2170444      2.3750000     -1.2370303      1.5378753     0.10746694      69.276221     0.28047781      8.6745779      164.53103     -1916.0000
              1        2149131      2.3800000     -1.2394609      1.6283793     0.14401238      81.832465     0.32448300      9.2237915      194.76127     -1904.0000
              1        2188439      2.3850000     -1.2266410      1.4784878     0.13853956      63.967166     0.28220169      8.4099714      152.56169     -1820.0000
              1        2218091      2.3900000     -1.2195581      1.4107866     0.11921819      62.971883     0.27321619      8.0585541      150.50280     -1968.0000
              1        2212581      2.3950000     -1.2180761      1.4715566   -0.066548000      75.011698     0.28897875      8.4408854      179.65302     -2060.0000
              1        2207348      2.4000000     -1.2114011      1.3646265    0.046927375      64.329227     0.25893000      7.8602485      154.39014     -1888.0000
