         cycles        counter    temperature          E avg       Heat cap          M avg      Magn susp      M avg abs     E variance     M variance              E
              1       11617045      2.1550000     -1.6044373      1.1756892     0.83255469      1.9888470     0.83255469      5.4599302      4.2859653     -5824.0000
              1       11851830      2.1600000     -1.5985248      1.1769935     0.82856363      1.8864039     0.82856363      5.4913810      4.0746323     -5696.0000
              1       12004988      2.1650000     -1.5919406      1.2326769     0.82301259      2.2703199     0.82301259      5.7778341      4.9152427     -5564.0000
              1       12191015      2.1700000     -1.5862993      1.2093317     0.81993479      2.1385932     0.81993479      5.6946220      4.6407473     -5796.0000
              1       12481390      2.1750000     -1.5792549      1.2457296     0.81269908      2.6847477     0.81269908      5.8930798      5.8393262     -5472.0000
              1       12665460      2.1800000     -1.5739459      1.2921675     0.80911853      3.1815932     0.80911853      6.1408967      6.9358733     -5956.0000
              1       12795268      2.1850000     -1.5667040      1.3176700     0.80258182      3.3006034     0.80258182      6.2908532      7.2118183     -5516.0000
              1       13051573      2.1900000     -1.5609630      1.3210387     0.79848103      3.1825335     0.79848103      6.3358339      6.9697483     -5680.0000
              1       13216921      2.1950000     -1.5526333      1.4455253     0.78916216      4.5936391     0.78916216      6.9645768      10.083038     -5752.0000
              1       13728900      2.2000000     -1.5458558      1.4129996     0.78411880      4.2331296     0.78411880      6.8389183      9.3128850     -5760.0000
              1       13851099      2.2050000     -1.5381456      1.4722050     0.77498829      5.6861042     0.77498829      7.1578973      12.537860     -5448.0000
              1       14033542      2.2100000     -1.5319379      1.4646064     0.77238912      4.8311553     0.77238912      7.1532843      10.676853     -5352.0000
              1       14204904      2.2150000     -1.5255156      1.4818590     0.76546769      5.9500215     0.76546769      7.2703336      13.179298     -5464.0000
              1       14708131      2.2200000     -1.5139079      1.6063086     0.74631913      9.2949205     0.74631913      7.9165312      20.634724     -5676.0000
              1       14605450      2.2250000     -1.5097129      1.6387793     0.74779064      9.2793548     0.74779064      8.1129819      20.646564     -5400.0000
              1       15304014      2.2300000     -1.4975236      1.7705461     0.72287234      14.938120     0.72287234      8.8047488      33.312008     -5532.0000
              1       15372956      2.2350000     -1.4907825      1.8023835     0.71499327      23.273854     0.71711197      9.0033110      52.017064     -5464.0000
              1       15705521      2.2400000     -1.4843526      1.8541556     0.71142796      18.169134     0.71172453      9.3034110      40.698859     -5076.0000
              1       15771382      2.2450000     -1.4739699      1.9097319     0.69198188      25.228750     0.69201921      9.6250965      56.638543     -5068.0000
              1       16481740      2.2500000     -1.4670320      1.8902400     0.68334201      29.694352     0.68455551      9.5693398      66.812293     -5256.0000
              1       16585952      2.2550000     -1.4525294      1.9416989     0.66007416      26.787200     0.66011478      9.8735877      60.405137     -5288.0000
              1       16661082      2.2600000     -1.4414035      2.2672102     0.43414868      374.34933     0.62888073      11.580003      846.02949     -5100.0000
              1       17627636      2.2650000     -1.4342180      2.1712287     0.43241199      364.23080     0.62877151      11.138892      824.98277     -4924.0000
              1       17536985      2.2700000     -1.4195402      2.1466670     0.29294941      461.80210     0.59174712      11.061560      1048.2908     -5220.0000
              1       18044528      2.2750000     -1.4165089      2.1877070     0.48587547      228.96907     0.59423102      11.322751      520.90464     -5356.0000
              1       19077786      2.2800000     -1.3980103      2.2473137     0.13308732      483.24381     0.53365036      11.682435      1101.7959     -5084.0000
              1       18426251      2.2850000     -1.3899749      2.3310593     0.13746973      465.97830     0.52560590      12.170985      1064.7604     -4676.0000
              1       19048579      2.2900000     -1.3813136      2.2164126     0.28996132      340.81077     0.51561271      11.623090      780.45667     -4940.0000
              1       19488947      2.2950000     -1.3719998      2.1864108     0.13416223      411.93293     0.49374077      11.515881      945.38608     -4936.0000
              1       19741616      2.3000000     -1.3594022      2.1371094    0.036860678      387.36035     0.45551496      11.305309      890.92880     -5008.0000
              1       20342535      2.3050000     -1.3493308      2.0397928    0.036569450      348.57907     0.42915053      10.837470      803.47476     -4864.0000
              1       20600614      2.3100000     -1.3373956      2.1087696    0.027541306      320.59223     0.40964736      11.252606      740.56805     -4628.0000
              1       21086688      2.3150000     -1.3276214      1.8370493   -0.021796311      277.88302     0.37462537      9.8451604      643.29919     -5020.0000
              1       20783669      2.3200000     -1.3244439      1.9563446     0.14226517      273.97960     0.39874914      10.529829      635.63268     -4960.0000
              1       21356240      2.3250000     -1.3134346      1.8470922    0.092075094      251.58302     0.36882341      9.9846877      584.93053     -4880.0000
              1       21864970      2.3300000     -1.3034333      1.7030325    0.017559567      224.99286     0.33347331      9.2455933      524.23336     -4856.0000
              1       22387708      2.3350000     -1.2903474      1.6620869   -0.032177306      190.30369     0.30560611      9.0620719      444.35912     -4584.0000
              1       22143412      2.3400000     -1.2826996      1.5962348    0.061022961      154.39280     0.27270737      8.7403431      361.27915     -4328.0000
              1       22680170      2.3450000     -1.2775458      1.6359913    0.017719039      170.50331     0.28374835      8.9963568      399.83027     -4676.0000
              1       23121979      2.3500000     -1.2677967      1.5219921    0.037994906      133.78726     0.25028431      8.4052012      314.40006     -4744.0000
              1       23287918      2.3550000     -1.2615971      1.5246554    0.026141622      135.98015     0.25053260      8.4557769      320.23324     -4712.0000
              1       23338935      2.3600000     -1.2587173      1.4893430    0.045816289      143.72537     0.26349289      8.2950447      339.19187     -4560.0000
              1       23761152      2.3650000     -1.2486802      1.4308240    0.039421667      110.43710     0.22185214      8.0029205      261.18374     -4424.0000
              1       24012550      2.3700000     -1.2406613      1.3255460    0.019130100      97.701582     0.20975993      7.4454596      231.55275     -4568.0000
              1       24136985      2.3750000     -1.2354292      1.3173307   0.0055386111      91.228912     0.20213988      7.4305687      216.66867     -4464.0000
              1       24492281      2.3800000     -1.2290684      1.2831026  0.00024743333      87.827741     0.19706491      7.2680066      209.03002     -4484.0000
              1       24719728      2.3850000     -1.2233945      1.2652898    0.020954683      84.322948     0.19357421      7.1972531      201.11023     -4456.0000
              1       24944543      2.3900000     -1.2168407      1.2302218   0.0045623278      75.498736     0.18285466      7.0271501      180.44198     -4036.0000
              1       25134017      2.3950000     -1.2109594      1.2285904    0.011871039      76.353267     0.18387675      7.0472252      182.86607     -4588.0000
              1       25366500      2.4000000     -1.2050548      1.1982574    0.015057656      69.391240     0.17546683      6.9019627      166.53898     -3956.0000
