         cycles        counter    temperature          E avg       Heat cap          M avg      Magn susp      M avg abs     E variance     M variance              E
              1       49677472      2.2700000     -1.4145733      2.6974754     0.49865927      247.75506     0.51956453      13.899821      562.40398     -13272.000
              1       49962318      2.2750000     -1.4118155      2.3121725     0.55175718      178.06138     0.57507058      11.966938      405.08963     -14396.000
              1       50760672      2.2800000     -1.3902797      2.7414491    0.082428876      970.96637     0.42894436      14.251149      2213.8033     -14436.000
              1       52479661      2.2850000     -1.3857099      2.1306608     0.48265739      98.863064     0.48268041      11.124660      225.90210     -13384.000
              1       54101819      2.2900000     -1.3681947      2.4688665   -0.057743594      800.53565     0.38544382      12.946983      1833.2266     -12968.000
              1       54600641      2.2950000     -1.3662400      2.2360557     0.32072655      507.27032     0.43995869      11.777361      1164.1854     -14620.000
              1       55430000      2.3000000     -1.3507879      2.1857283    0.092439486      634.11799     0.35536608      11.562503      1458.4714     -13856.000
              1       57333477      2.3050000     -1.3366823      1.9619859   -0.012632316      471.79315     0.28261009      10.424080      1087.4832     -13260.000
              1       58470931      2.3100000     -1.3305155      1.9879553    0.038286142      473.20857     0.28489215      10.607928      1093.1118     -13112.000
              1       58535844      2.3150000     -1.3225644      2.1070291    0.066955338      456.14986     0.28571674      11.292043      1055.9869     -13312.000
              1       59900364      2.3200000     -1.3101979      1.7515307   0.0093560080      275.38198     0.20473046      9.4274387      638.88618     -13312.000
              1       60478663      2.3250000     -1.3043848      1.8799056    0.033757064      324.47201     0.23195253      10.162065      754.39742     -13344.000
              1       61237871      2.3300000     -1.2966518      1.6756868    0.040018462      293.24195     0.22472264      9.0971363      683.25374     -12716.000
              1       62062930      2.3350000     -1.2880237      1.5887469    0.015740710      217.87028     0.18466527      8.6622056      508.72710     -12540.000
              1       62617701      2.3400000     -1.2825944      1.6618532    0.021655922      215.71183     0.18217837      9.0996431      504.76569     -12564.000
              1       63386451      2.3450000     -1.2740758      1.5249319   0.0047990180      173.64042     0.16390693      8.3856389      407.18679     -12436.000
              1       64000194      2.3500000     -1.2670058      1.5914257    0.059898768      157.42708     0.16262342      8.7886486      369.95363     -12492.000
              1       64690196      2.3550000     -1.2610871      1.5876692    0.020012298      161.23833     0.15688041      8.8052533      379.71627     -12248.000
              1       65585296      2.3600000     -1.2528706      1.4875005   0.0059122700      132.64535     0.14245143      8.2847827      313.04303     -12340.000
              1       66093731      2.3650000     -1.2458291      1.4306170    0.060158996      95.522609     0.12869210      8.0017629      225.91097     -12604.000
              1       66737689      2.3700000     -1.2404234      1.4185527  -0.0048336080      129.33947     0.13841663      7.9678688      306.53454     -12100.000
              1       67338267      2.3750000     -1.2345115      1.3933697    0.015393780      97.295383     0.11809702      7.8594758      231.07653     -12552.000
              1       67992400      2.3800000     -1.2284580      1.3575470  -0.0035131360      102.06624     0.12338942      7.6896892      242.91765     -12280.000
              1       68677555      2.3850000     -1.2211926      1.3501165   0.0046638660      85.793467     0.11111244      7.6797663      204.61742     -11840.000
              1       69247449      2.3900000     -1.2155337      1.3182194    0.012469358      82.490917     0.11116229      7.5298012      197.15329     -12460.000
              1       69645763      2.3950000     -1.2116696      1.3337843  -0.0061685280      90.550457     0.11425404      7.6506203      216.86834     -12056.000
              1       70428759      2.4000000     -1.2049587      1.2718315   0.0091347800      75.587883     0.10468729      7.3257492      181.41092     -11908.000
