         cycles        counter    temperature          E avg       Heat cap          M avg      Magn susp      M avg abs     E variance     M variance              E
              1       29581850      2.2500000     -1.4587943      2.3719161   -0.010755950      1265.0044     0.65406689      12.007825      2846.2599     -9476.0000
              1       29631192      2.2550000     -1.4457291      2.6630888   -0.043293200      1153.0277     0.61579992      13.541873      2600.0775     -9492.0000
              1       29974238      2.2600000     -1.4422400      2.4426805   -0.024202122      1173.8038     0.63057275      12.476235      2652.7966     -9572.0000
              1       30734259      2.2650000     -1.4239997      2.9005695     0.27143789      776.67977     0.55486908      14.880574      1759.1797     -9532.0000
              1       31788551      2.2700000     -1.4104780      2.5839263    -0.23594055      710.33773     0.51801458      13.314714      1612.4667     -9004.0000
              1       32447139      2.2750000     -1.3989995      2.6283472   -0.097461216      762.33566     0.48939063      13.603340      1734.3136     -8908.0000
              1       33171082      2.2800000     -1.3937255      2.5461917     0.32001733      493.92342     0.48844981      13.236123      1126.1454     -9196.0000
              1       34330097      2.2850000     -1.3817168      2.4803117    0.029052713      698.18180     0.46561231      12.950266      1595.3454     -8664.0000
              1       34531207      2.2900000     -1.3645028      2.5536906    -0.16126133      500.83350     0.40331596      13.391809      1146.9087     -8976.0000
              1       35230042      2.2950000     -1.3596623      2.3536221    0.062169909      532.60283     0.39474773      12.396587      1222.3235     -8388.0000
              1       34959208      2.3000000     -1.3489475      2.2411933     0.10432730      450.07666     0.36329034      11.855913      1035.1763     -8468.0000
              1       36537225      2.3050000     -1.3363917      2.0027759    -0.14675877      319.35171     0.31556496      10.640799      736.10569     -8124.0000
              1       36382813      2.3100000     -1.3298891      2.0103509   -0.035709562      373.02625     0.31711418      10.727433      861.69064     -8648.0000
              1       37932866      2.3150000     -1.3223982      1.9554116    0.088089266      348.76738     0.31950782      10.479491      807.39648     -8376.0000
              1       38258138      2.3200000     -1.3112373      1.8123970   -0.074431316      273.80948     0.27398645      9.7550456      635.23799     -8444.0000
              1       38669919      2.3250000     -1.3033948      1.7350083   -0.059272191      265.86265     0.26903923      9.3788044      618.13067     -8192.0000
              1       39463426      2.3300000     -1.2917416      1.5047742   -0.059949259      169.12768     0.21351758      8.1692688      394.06750     -7940.0000
              1       39887412      2.3350000     -1.2866682      1.5611120    0.011548488      166.64019     0.20076141      8.5115336      389.10484     -8060.0000
              1       39976774      2.3400000     -1.2810039      1.4914495    0.070965222      171.88607     0.21750087      8.1665809      402.21339     -8288.0000
              1       40683919      2.3450000     -1.2734782      1.5311977   -0.053886900      160.16454     0.20581439      8.4200945      375.58584     -8092.0000
              1       41160616      2.3500000     -1.2650759      1.3978809   -0.032145456      135.34036     0.18377656      7.7197974      318.04986     -8088.0000
              1       41571311      2.3550000     -1.2607706      1.4945566    0.073385434      153.52173     0.20800265      8.2888485      361.54367     -8120.0000
              1       41751107      2.3600000     -1.2524899      1.3916857   0.0038075031      121.86800     0.17376173      7.7511324      287.60848     -8240.0000
              1       42508745      2.3650000     -1.2449845      1.3159983   0.0039728187      109.16196     0.16521953      7.3606746      258.16804     -8228.0000
              1       42927557      2.3700000     -1.2384676      1.2736929   -0.012721447      100.58906     0.15861275      7.1542055      238.39606     -7948.0000
              1       43299997      2.3750000     -1.2332273      1.3004245  -0.0077137906      89.906137     0.14774192      7.3352072      213.52708     -7828.0000
              1       43630998      2.3800000     -1.2255719      1.2254274    0.017502163      80.629874     0.14222023      6.9413110      191.89910     -7740.0000
              1       43891037      2.3850000     -1.2200501      1.2191709   -0.019568328      80.179957     0.14101980      6.9349184      191.22920     -7836.0000
              1       44300456      2.3900000     -1.2149810      1.1838711    0.010759850      67.594898     0.12916184      6.7623904      161.55181     -7856.0000
              1       44643658      2.3950000     -1.2079180      1.1813553   0.0016119937      59.972805     0.12069526      6.7762833      143.63487     -7636.0000
              1       45109154      2.4000000     -1.2041813      1.1681717    0.016400866      68.548486     0.13068856      6.7286691      164.51637     -7656.0000
