         cycles        counter    temperature          E avg       Heat cap          M avg      Magn susp      M avg abs     E variance     M variance              E
              1        4093562      2.1500000     -1.6085949      1.1525111     0.83492466      1.6332207     0.83492466      5.3274825      3.5114245     -10428.000
              1        4113527      2.1550000     -1.6042713      1.2081884     0.83239391      1.9652951     0.83239391      5.6108574      4.2352108     -9816.0000
              1        4185807      2.1600000     -1.5991367      1.2902650     0.82921514      2.1051155     0.82921514      6.0198603      4.5470495     -10224.000
              1        4263017      2.1650000     -1.5934148      1.2605513     0.82481244      2.0972589     0.82481244      5.9084877      4.5405655     -10420.000
              1        4317015      2.1700000     -1.5871970      1.2548048     0.82049289      2.1125262     0.82049289      5.9087504      4.5841818     -10344.000
              1        4451494      2.1750000     -1.5788601      1.3608304     0.81256470      2.8416375     0.81256470      6.4375785      6.1805616     -9924.0000
              1        4528396      2.1800000     -1.5722925      1.3599785     0.80587981      3.2684504     0.80587981      6.4631617      7.1252219     -10348.000
              1        4604116      2.1850000     -1.5651585      1.3424487     0.80006402      3.4982575     0.80006402      6.4091520      7.6436926     -9948.0000
              1        4699208      2.1900000     -1.5599008      1.4316497     0.79723872      3.2850163     0.79723872      6.8663352      7.1941856     -10012.000
              1        4705945      2.1950000     -1.5545124      1.3610780     0.79403875      3.1174392     0.79403875      6.5577080      6.8427790     -9688.0000
              1        4753295      2.2000000     -1.5447872      1.5016797     0.77703522      8.5202362     0.77703522      7.2681297      18.744520     -9760.0000
              1        5018086      2.2050000     -1.5381850      1.5739034     0.77283280      7.8357753     0.77283280      7.6523579      17.277885     -9900.0000
              1        4987438      2.2100000     -1.5364678      1.5336238     0.78028931      4.1528549     0.78028931      7.4903719      9.1778094     -9920.0000
              1        5104863      2.2150000     -1.5247684      1.5777830     0.76239584      6.2071608     0.76239584      7.7409586      13.748861     -9700.0000
              1        5095890      2.2200000     -1.5189097      1.5429226     0.76441362      4.4040421     0.76441362      7.6041397      9.7769734     -9588.0000
              1        5304941      2.2250000     -1.5032383      1.6421527     0.73191981      10.248783     0.73191981      8.1296820      22.803542     -9432.0000
              1        5288806      2.2300000     -1.5061849      1.5590074     0.75125759      5.2950255     0.75125759      7.7527877      11.807907     -9468.0000
              1        5540175      2.2350000     -1.4846340      2.0668986     0.69292873      23.241701     0.69292873      10.324624      51.945201     -9508.0000
              1        5503825      2.2400000     -1.4873944      1.6836979     0.72252600      8.7320221     0.72252600      8.4481226      19.559730     -9444.0000
              1        5583174      2.2450000     -1.4751108      2.0173954     0.70158480      16.382706     0.70158480      10.167724      36.779176     -9300.0000
              1        5861327      2.2500000     -1.4653075      2.1296446     0.68542894      15.813309     0.68542894      10.781326      35.579946     -9236.0000
              1        6025716      2.2550000     -1.4468590      2.5807002     0.59957684      117.25604     0.60227969      13.122925      264.41237     -9336.0000
              1        5871282      2.2600000     -1.4509677      2.0718441     0.67010755      22.840976     0.67010755      10.582151      51.620606     -8560.0000
              1        6045510      2.2650000     -1.4256153      2.7434757     0.57216350      89.635997     0.57216350      14.074648      203.02553     -9060.0000
              1        6149723      2.2700000     -1.4311158      2.0478852     0.63906550      20.935153     0.63906550      10.552548      47.522798     -9188.0000
              1        6712691      2.2750000     -1.4080624      2.9300488     0.54490852      91.525190     0.54510886      15.164834      208.21981     -9128.0000
              1        6296836      2.2800000     -1.4156287      2.1797824     0.62205077      21.339226     0.62205077      11.331381      48.653436     -8680.0000
              1        6479434      2.2850000     -1.4039783      2.1144012     0.59785550      30.003018     0.59785550      11.039764      68.556896     -8784.0000
              1        6867501      2.2900000     -1.3730859      2.6453005     0.41031473      172.34304     0.43024292      13.872220      394.66556     -8608.0000
              1        7272893      2.2950000     -1.3591942      2.6364114     0.30486219      259.52167     0.38472759      13.886045      595.60223     -8724.0000
              1        6863895      2.3000000     -1.3628989      2.1948733     0.44682061      111.67515     0.46371505      11.610880      256.85285     -8840.0000
              1        6796256      2.3050000     -1.3556203      2.8943150     0.25085442      450.00373     0.42348930      15.377568      1037.2586     -8976.0000
              1        7255476      2.3100000     -1.3482189      2.3225466     0.32771423      325.99287     0.44468111      12.393341      753.04353     -8900.0000
              1        7596655      2.3150000     -1.3234830      2.3204584     0.26801372      197.69697     0.32542716      12.435859      457.66848     -8704.0000
              1        7409891      2.3200000     -1.3312475      2.5014630     0.31311509      300.08814     0.41734853      13.463875      696.20449     -8280.0000
              1        7505013      2.3250000     -1.3132892      2.4773465     0.10027973      349.12340     0.30805992      13.391606      811.71191     -8672.0000
              1        7691182      2.3300000     -1.3070153      2.1503650     0.31033784      101.95379     0.32653828      11.674116      237.55234     -8116.0000
              1        7781546      2.3350000     -1.2900961      2.0457290     0.12414908      184.30535     0.23329708      11.153775      430.35298     -7908.0000
              1        7883979      2.3400000     -1.2828037      2.0140990    0.092013031      200.16657     0.23754888      11.028401      468.38978     -8440.0000
              1        8113986      2.3450000     -1.2795605      1.9882357    0.039643438      250.08367     0.25783744      10.933358      586.44621     -8248.0000
              1        8225281      2.3500000     -1.2774983      2.0218242     0.24929234      132.44930     0.28252559      11.165524      311.25586     -8148.0000
              1        8212849      2.3550000     -1.2638992      1.9880215    0.098139750      166.30204     0.20856481      11.025617      391.64130     -8060.0000
              1        8372655      2.3600000     -1.2557492      1.8326572    0.043219687      158.23237     0.19256309      10.207168      373.42840     -8192.0000
              1        8434878      2.3650000     -1.2492337      1.6659600    0.089643547      123.47724     0.18773289      9.3180890      292.02368     -7992.0000
              1        8498362      2.3700000     -1.2450987      1.8729143     0.10608050      143.95371     0.20646231      10.519972      341.17029     -7924.0000
              1        8648918      2.3750000     -1.2367145      1.9193454    0.062301078      141.58256     0.19300911      10.826308      336.25858     -7892.0000
              1        8697782      2.3800000     -1.2333885      1.7279385    0.043501578      120.87801     0.17217864      9.7877349      287.68966     -7744.0000
              1        8747132      2.3850000     -1.2252159      1.8486324    0.084530297      87.857567     0.14722505      10.515437      209.54030     -7816.0000
              1        8750671      2.3900000     -1.2202864      1.7246045    0.053002516      90.107149     0.14698405      9.8511136      215.35609     -7816.0000
              1        8901583      2.3950000     -1.2143024      1.6420365    0.057670797      89.456981     0.14780017      9.4187623      214.24947     -7556.0000
              1        8922852      2.4000000     -1.2107838      1.6347965    0.079322922      87.191612     0.15197717      9.4164279      209.25987     -7828.0000
